ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched
2960,Geng Diangen,1107514057,0.9466801,1.5470874,-1.0787942,Internet,Internet,2750/1391/1986/2753,69,Internet/ Self Made,,,China,Married,,Lee Hae-jin/Martin Lau/Sanjeev Bikhchandani/Wu Xushun & family
2961,Igor Yakovlev,1107514057,1.0635827,1.5407462,1.1173353,home appliance stores,retail,,60,home appliance stores/ Self Made,,,Russia,Married,2,
2962,Thomas Bailey,1107514057,-1.0103382,0.5432461,-0.53747,Money management,Money management,229/451,89,Money management/ Self Made,,,United States,Divorced,2,Ken Fisher/Ron Baron
2963,Lev Kvetnoi,1107514057,0.51422024,1.7226142,0.20309538,Cement,construction/materials,308/814/686/2883,60,Cement/ Self Made,,,Russia,Married,2,Thomas Schmidheiny/Arkady Rotenberg/Benu Gopal Bangur/Boris Rotenberg
2964,Tsao Ter-fung,1107514057,1.0886618,0.69441086,-1.08924,Food,food/beverages,1839/1184/2434,79,Food/ Self Made,,,Taiwan,Married,1,Wei Ing-Chou/Issad Rebrab & family/Winai Teawsomboonkij
2965,Suh Kyung-bae,1107514057,0.7029627,0.643262,-0.9351302,Cosmetics,Cosmetics,2480,63,Cosmetics,,,South Korea,Married,2,Yoshiaki Yoshida
2966,Nobutada Saji,1107514057,0.9169266,1.5094522,-1.366726,Beverages,food/beverages,313/2966,80,Beverages,,,Japan,Married,,Lin Muqin & family/Nobutada Saji
2967,Huang Jian,1107514057,2.1175513,0.58763415,0.11495966,home appliance,home appliance,2360/63,59,home appliance/ Self Made,,,China,,,Fang Hongbo/He Xiangjian & family
2968,Adam Norwitt,1107514057,-1.2651885,1.171377,0.1347873,Electronic components,Electronic components,3321/659/2587,56,Electronic components/ Self Made,,,United States,,,Cai Mingtong/Patrizio Vinciarelli/Yu Lili
2969,Alexander Klyachin,1107514057,0.7784595,1.2901661,0.16085899,Real estate,real estate,114/1111/1966,59,Real estate/ Self Made,,,Russia,Married,2,Harry Triguboff/Kwek Leng Beng/Manuel Villar
2970,Lívia Voigt de Assis,1107514057,1.1082927,0.9134578,-1.4522485,Industrial Machinery,Industrial Machinery,3375/2971/2528/3377/2527,21,Industrial Machinery,,,Brazil,Single,,Amelie Voigt Trejes/Dora Voigt de Assis/Eduardo Voigt Schwartz/Felipe Voigt Trejes/Mariana Voigt Schwartz Gomes
2971,Dora Voigt de Assis,1107514057,1.1219708,1.0081551,-1.3236811,Industrial Machinery,Industrial Machinery,3375/2528/3377/2970/2527,28,Industrial Machinery,,,Brazil,Single,,Amelie Voigt Trejes/Eduardo Voigt Schwartz/Felipe Voigt Trejes/Lívia Voigt de Assis/Mariana Voigt Schwartz Gomes
2972,Thierry Cruanes,1107514057,-0.5283164,0.7374142,-0.8224519,software,software/cloud,266/710/260/447/2847/415,58,software/ Self Made,,,United States,Married,2,Douglas Leone/Jayshree Ullal/Mark Stevens/Michael Moritz/Mike Speiser/Tench Coxe
2973,Kenzo Tsujimoto,1107514057,1.6381277,0.56035596,-0.8942108,Video games,Video games,295/1310/3277/848/2235,85,Video games/ Self Made,,,Japan,Married,3,Gabe Newell/Kagemasa Kozuki/Keiko Erikawa/Tim Sweeney/Yasuhiro Fukushima
2974,Frank Holding Jr,1107514057,-0.5601624,0.7212256,-0.039907455,Banking,finance,2838/2839/2604,64,Banking,,,United States,Married,,Carson Brice/Claire Bristow/Olivia Holding
2975,Peter Kelly,1107514057,-0.63391364,0.6560496,0.28434265,I.T.,I.T.,,68,I.T./ Self Made,,,United Kingdom,Married,,
2976,Ahmed Afif Topbas,1107514057,0.9977038,1.1247646,0.8301889,Food Retail,ai/software/retail/food/beverages,808/2844,84,Food Retail,,,Turkey,,1,Murat Ulker/Mustafa Latif Topbas
2977,Jeffrey Michael & family,1107514057,-0.76838493,1.0351896,-0.28189695,Data management,Data management,,69,Data management/ Self Made,,,United States,Married,4,
2978,Nigel Austin,1107514057,0.31236434,-0.5880534,-0.26943088,Retail,ai/software/retail,741/872,55,Retail/ Self Made,,,Australia,Married,6,Samuel Yin/Takao Yasuda
2979,Dieter Müller,1107514057,-0.2305495,0.81681556,0.9516185,Motels,Motels,,72,Motels/ Self Made,,,Germany,Married,,
2980,Roman Avdeev,1107514057,0.35186616,0.634965,0.48313028,Banking  development,finance,,58,Banking/ development/ Self Made,,,Russia,Married,23,
2981,Grigory Anikeev,1107514057,0.74125975,1.5389849,0.2780044,Food Production,food/beverages,3240,54,Food Production/ Self Made,,,Russia,Divorced,1,Valery Kustov
2982,Michael Kum,1107514057,1.622085,0.5411443,-0.6893606,Hotels,Hotels,3298/1411/3033/2849/3027,81,Hotels/ Self Made,,,Singapore,Married,3,Bruce Mathieson/Choo Chong Ngen/Gary Tharaldson/Simón Pedro Barceló Vadell/William Heinecke
2983,Lauren Leichtman,1107514057,-1.4718187,1.3875097,0.67337173,Private equity,investment/finance,303/336/1358/1655/2984/1830/335/2874,76,Private equity/ Self Made,,9,United States,Married,3,Josh Harris/Michael Kim/William Chisholm/Adebayo Ogunlesi/Arthur Levine/David Grain/Robert F. Smith/Stefan Kaluzny
2984,Arthur Levine,1107514057,-1.8795805,0.891872,-0.2817008,Private equity,investment/finance,303/336/334/1655/1830/2983/335/2874,74,Private equity/ Self Made,,,United States,Married,3,Josh Harris/Michael Kim/Tom Gores/Adebayo Ogunlesi/David Grain/Lauren Leichtman/Robert F. Smith/Stefan Kaluzny
2985,Vera Rechulski Santo Domingo,1107514057,0.0091845095,0.957992,0.9513183,Beer,Beer,1065/1990/921,77,Beer,,,Brazil,Widowed,2,Alejandro Santo Domingo/Andres Santo Domingo/Beatriz Davila de Santo Domingo
2986,Michael Tojner,1107514057,0.18740702,0.4439222,0.331406,Batteries  investments,batteries/energy storage/investment/finance,,60,Batteries/ investments/ Self Made,,,Austria,,,
2987,Joe Kiani,1107514057,-1.1259935,0.35283977,-0.12940463,Medical devices,healthcare/pharmaceuticals,341/329/1096/860/576,61,Medical devices/ Self Made,,,United States,Married,3,Carl Cook/Li Xiting/Niels Peter Louis-Hansen/Reinhold Schmieding/Xu Hang
2988,Xu Wanmao,1107514057,1.367784,1.0882624,-0.5070936,Education,Education,1615/2377/2127/1083/1878,81,Education/ Self Made,,,China,,,Bertil Hult/Michael Minhong Yu/Peter Sperling/Sunny Varkey/Zhang Bangxin
2989,Zan Shengda,1107514057,0.6513919,0.4524337,-0.194044,Diversified,Diversified,36/20,63,Diversified/ Self Made,,,China,Married,,Li Ka-shing/Mukesh Ambani
2990,Patokh Chodiev,1107514057,0.3992458,0.6687621,-0.116716005,mining  metals,social media/advertising/ai/mining/materials,791/786/787/705,73,mining/ metals/ Self Made,,,Belgium,Married,3,Bulat Utemuratov/Dinara Kulibayeva/Timur Kulibayev/Vladimir Kim
2991,Ruben Vardanyan & family,1107514057,-1.2849699,1.2258458,-0.11862978,Investment banking,finance/investment,259/61/3339/1286/2686/410,57,Investment banking/ Self Made,,,Armenia,Married,4,Alexander Gerko/Len Blavatnik/Paul Taubman/Warren Stephens/Vitali Machitski & family/Yuri Milner
2992,Ron Shaich,1107514057,-1.044107,0.46005327,0.19978245,Restaurants,food/beverages,1177/3332,72,Restaurants/ Self Made,,,United States,Divorced,2,Kentaro Ogawa/Takaya Awata
2993,Mohammed Ibrahim,1107514057,-1.6163294,0.76743007,-0.25927585,Communications,Communications,,80,Communications/ Self Made,,,United Kingdom,Married,2,
2994,Huang Yimeng,1107514057,2.1257322,0.62366414,-0.6777878,mobile games,mobile games,694,44,mobile games/ Self Made,,,China,,,Cai Haoyu
2995,Yu Jinkun & family,1107514057,0.61451566,0.22967306,-0.34285387,transportation equipment,transportation equipment,,83,transportation equipment/ Self Made,,,China,,,
2996,James Jannard,1107514057,-0.51009876,0.7872348,-0.16878499,Sunglasses,Sunglasses,498,76,Sunglasses/ Self Made,,9,United States,Married,4,Cho Jung-ho
2997,Kim Taek-jin,1022320668,1.6293201,0.6432763,-1.3431329,Online games,Online games,1335/39/53/1784/206,59,Online games/ Self Made,,,South Korea,Married,4,Kwon Hyuk-bin/Ma Huateng/William Ding/Yoo Jung-hyun/Zhang Zhidong
2998,Holger Timm,1022320668,0.56743085,1.1391671,0.79366183,Finance,finance,498/414,69,Finance/ Self Made,,,Germany,Married,1,Cho Jung-ho/Jean Salata
2999,Derek Stevens,1022320668,-1.0543889,1.0360235,-0.86988235,Casinos,gambling/entertainment,2045/2364/58/990,58,Casinos,,,United States,Married,,Angela Leong/Lim Kok Thay/Miriam Adelson & family/Pansy Ho
3000,Lim Kaling,1022320668,1.807979,0.025769847,-0.97304916,Gaming hardware,Gaming hardware,1534/2461/2473/178,62,Gaming hardware/ Self Made,,,Singapore,,,Chen Hua & family/Jahm Najafi/Min-Liang Tan/R. Budi Hartono
3001,Nancy Lerner,1022320668,-0.47470734,0.7551465,0.08331553,Banking  credit cards,finance,1530/3017/3015/1732,66,Banking/ credit cards,,,United States,Married,5,Brett Hildebrand/Norma Lerner/Randolph Lerner/T. Denny Sanford
3002,Ben Francis,1022320668,0.21319608,1.973991,0.6238596,Fitness clothing,Fitness clothing,,,,,,,,,
3003,David Feffer,1022320668,-1.4100379,-0.002638936,1.8580639,Pulp and paper,Pulp and paper,3095/3153/2675/3118,69,Pulp and paper,,,Brazil,Married,,Daniel Feffer/Jorge Feffer & family/Neide Helena de Moraes/Ruben Feffer
3004,Benjamin Zhengmin Pan & family,1022320668,1.7173967,0.85659987,-0.45109883,Electronics,Electronics,184/2455/187/225,56,Electronics/ Self Made,,,China,Married,,Barry Lam/Ingrid Wu/Terry Gou/Pierre Chen
3005,Zhou Wen & family,1022320668,0.71576697,0.6320824,-0.08668232,Chemicals,Chemicals,1319/123/1881/972/2735/1212,61,Chemicals/ Self Made,,,China,Married,,Arun Bharat Ram/Chen Jianhua/Lee Dong-chae/Luo Liguo & family/Soegiarto Adikoesoemo/Vivek Jain
3006,Jorge Gallardo Ballart,1022320668,0.05393932,0.7112794,0.5243019,pharmaceuticals,healthcare/pharmaceuticals,2894/1128/94/497/2229/139,84,pharmaceuticals,,,Spain,Married,3,Antonio Gallardo Ballart/Dennis Bastas/Dilip Shanghvi/Hasmukh Chudgar & family/Martine Rothblatt/Zhong Huijuan
3007,Clemens Toennies,1022320668,0.2183016,1.9002347,0.86443835,Meat processing,Meat processing,3342/1221/3008/660,69,Meat processing/ Self Made,,,Germany,,,Luigi Cremonini & family/Michael Latifi/Robert Toennies/Steve Lavin & family
3008,Robert Toennies,1022320668,1.6669044,0.13795775,-1.5272406,Meat processing,Meat processing,3007/3342/1221/660,47,Meat processing,,,Germany,,,Clemens Toennies/Luigi Cremonini & family/Michael Latifi/Steve Lavin & family
3009,Philip & family Hager,1022320668,0.18872741,0.77855796,0.8005196,Electrical products,Electrical products,,,,,,,,,
3010,Daniel Hager,1022320668,0.26550597,0.7247295,0.8356026,Electrical products,Electrical products,3012/3013/3020/3014/3009,54,Electrical products,,,Germany,,,Dorle Hager/Evi Hager/Isabel-Ulrike Hager/Peter Hager/Philip & family Hager
3011,Qian Ying,1022320668,-0.16903569,0.71030986,0.9440388,Pig breeding,Pig breeding,2884/141,60,Pig breeding/ Self Made,,,China,Married,,He Zuxun/Qin Yinglin
3012,Dorle Hager,1022320668,0.0719846,0.915473,0.6579563,Electrical products,Electrical products,3010/3013/3020/3014/3009,61,Electrical products,,,Germany,,,Daniel Hager/Evi Hager/Isabel-Ulrike Hager/Peter Hager/Philip & family Hager
3013,Evi Hager,1022320668,0.27201307,1.0058435,0.51404047,Electrical products,Electrical products,3010/3012/3020/3014/3009,63,Electrical products,,,Germany,,,Daniel Hager/Dorle Hager/Isabel-Ulrike Hager/Peter Hager/Philip & family Hager
3014,Peter Hager,1022320668,-0.02064535,0.8402181,0.7626553,Electrical products,Electrical products,3010/3012/3013/3020/3009,65,Electrical products,,,Germany,,,Daniel Hager/Dorle Hager/Evi Hager/Isabel-Ulrike Hager/Philip & family Hager
3015,Randolph Lerner,1022320668,-0.6293283,0.59213,0.021895774,Banking  credit cards,finance,1406/1017/326/3017/1732,64,Banking/ credit cards,,,United States,Married,4,Alberto Palatchi/Herbert Wertheim/Jimmy Haslam/Norma Lerner/T. Denny Sanford
3016,Liu Jianjun,1022320668,0.5614579,0.47814602,0.13210678,mining,mining/materials,129/1050/95/1118,65,mining/ Self Made,,,China,,,Andrew Forrest & family/Clive Palmer/Gina Rinehart/Patrice Motsepe
3017,Norma Lerner,1022320668,-0.5982534,0.653396,-0.13990188,Banking,finance,1274/3001/3015,90,Banking,,,United States,Widowed,2,Michiel Le Roux/Nancy Lerner/Randolph Lerner
3018,Su Qingcan,1022320668,1.0253007,0.3587342,-0.59964156,Healthcare,healthcare,2053/1238,57,Healthcare/ Self Made,,,China,,,John Abele & family/Prathap Reddy
3019,Boris Nuraliev,1022320668,0.8524338,1.6036744,0.6159732,Software,software/cloud,470/2847/1015/509/2851,67,Software/ Self Made,,,Russia,Married,3,Mike Cannon-Brookes/Mike Speiser/Richard White/Scott Farquhar/Tope Awotona
3020,Isabel-Ulrike Hager,1022320668,-0.090042286,0.5117621,1.0481042,Electrical products,Electrical products,3010/3012/3013/3014/3009,40,Electrical products,,,Germany,,,Daniel Hager/Dorle Hager/Evi Hager/Peter Hager/Philip & family Hager
3021,Cheah Cheng Hye,1022320668,0.79974395,0.2129066,-0.5580332,Investments,investment/finance,406/1142/1420/49/2553,72,Investments/ Self Made,,,Malaysia,Married,3,Frank Lowy/James Packer/Richard Chandler/Stephen Schwarzman/Thaksin Shinawatra
3022,Kazim Turker,1022320668,0.5113488,0.84379506,1.4850384,Energy  diversified,energy/oil and gas,,72,Energy/ diversified/ Self Made,,,Turkey,,2,
3023,Simona Giorgetta,1022320668,0.6755069,1.2890748,0.95939493,Chemical products,Chemical products,3148/3147,49,Chemical products,,,Italy,,,Marco Squinzi/Veronica Squinzi
3024,Zhao Dongping,1022320668,0.6434216,0.7306497,-0.54249287,technology,technology,3358/2147/941,49,technology/ Self Made,,,China,,,Chang Jing/Hu Yangzhong/Yang Steven Meng
3025,J. Christopher Flowers,1022320668,-0.94834137,0.27788806,0.051410876,Investments,investment/finance,406/1142/1420/49/2553,68,Investments/ Self Made,,,United States,Married,2,Frank Lowy/James Packer/Richard Chandler/Stephen Schwarzman/Thaksin Shinawatra
3026,Nicholas Woodman,1022320668,-0.6318059,0.58102137,-0.029859573,GoPro,GoPro,401/1546/73,50,GoPro/ Self Made,,8,United States,Married,3,David Shaw/Joseph Edelman/Robert Pera
3027,William Heinecke,1022320668,1.6525699,0.18506816,-0.7292695,Hotels,Hotels,1411/2982,76,Hotels/ Self Made,,,Thailand,Married,2,Choo Chong Ngen/Michael Kum
3028,Kim Hyoung-nyon,1022320668,-0.0055038324,0.6951863,0.59610516,Fintech,Fintech,228/3348/2143/150/3347/1770,50,Fintech/ Self Made,,,South Korea,,,David Velez & family/Harshil Mathur/Max Levchin/Nik Storonsky/Shashank Kumar/Song Chi-hyung
3029,Tony Townley,1022320668,-0.2751916,0.8332293,0.62372124,Fast food,food/beverages,636/1609/635/122/3386,64,Fast food/ Self Made,,,United States,Married,4,Andrew Cherng/Jack Cowin/Peggy Cherng/Todd Graves/Zach McLeroy
3030,Pat Neal,1022320668,-0.57952416,0.45338717,0.34065545,Homebuilding,Homebuilding,1963/2236/1653/639/1874/1870,77,Homebuilding/ Self Made,,,United States,Married,,Bruce Toll/Itzhak Ezratti & family/Kathy Britton/Peter Gilgan/Reagan Horton/Ryan Horton
3031,Oleg Misevra,1022320668,0.23750937,0.6565088,0.52599245,Coal,mining/materials,113/175/1431,58,Coal/ Self Made,,,Russia,Married,4,Dang Yanbao/Low Tuck Kwong/Dewi Kam
3032,Shin Chang-jae,1022320668,0.9773239,0.7590222,-0.6280558,Insurance,Insurance,390/579/988/2618,72,Insurance,,,South Korea,Married,2,Chen Dongsheng/Patrick Ryan/Thomas Hagen & family/Trevor Burgess
3033,Gary Tharaldson,1022320668,-1.4564183,1.0206617,-0.22126848,Hotels,Hotels,3298/1411/2982/2849/3027,80,Hotels/ Self Made,,,United States,Married,6,Bruce Mathieson/Choo Chong Ngen/Michael Kum/Simón Pedro Barceló Vadell/William Heinecke
3034,Farhad Ebrahimi,1022320668,-0.68671787,0.47046804,-0.21703026,Solar panels,Solar panels,108/2617/1553/37/2621,87,Solar panels/ Self Made,,,United States,Married,2,Christy Walton/Hitesh Doshi/Jin Baofang/Lukas Walton/Pankaj Doshi
3035,Marina Caprotti,1022320668,0.1874719,1.0907065,1.3005737,Supermarkets,retail,293/2003/3036/159/1380,48,Supermarkets,,,Italy,,,Charles Butt/Djoko Susanto/Giuliana Caprotti/Karl Albrecht Jr. & family/Lin Ming-hsiung
3036,Giuliana Caprotti,1022320668,0.5590062,0.96769243,1.367126,Supermarkets,retail,293/2003/159/1380/3035,85,Supermarkets,,,Italy,Widowed,1,Charles Butt/Djoko Susanto/Karl Albrecht Jr. & family/Lin Ming-hsiung/Marina Caprotti
3037,Shen Jinhua,1022320668,1.7238419,0.55551255,-0.6017615,E-Commerce,e-commerce/retail,65/86/234/685/699/443,59,E-Commerce/ Self Made,,,China,,,Colin Huang/Jack Ma/Joseph Tsai/Richard Liu/Sky Xu/Tatyana Kim
3038,Peter Kamprad,1022320668,0.8134523,0.38442975,-0.30775592,IKEA,furniture/retail,3040/3039,62,IKEA,,,Sweden,Married,2,Jonas Kamprad/Mathias Kamprad
3039,Mathias Kamprad,1022320668,-0.8390151,0.52628666,-0.14459069,IKEA,furniture/retail,3040/3038,56,IKEA,,,Sweden,Divorced,2,Jonas Kamprad/Peter Kamprad
3040,Jonas Kamprad,1022320668,-0.8328465,0.43062922,0.4815097,IKEA,furniture/retail,3039/3038,60,IKEA,,,Sweden,Married,2,Mathias Kamprad/Peter Kamprad
3041,He Yamin & family,1022320668,1.5052537,1.6817915,-0.1796745,Manufacturing,Manufacturing,312/1890/920/533/1848/302,69,Manufacturing/ Self Made,,,China,,,Anthony Pratt/Fiona Geminder/Haryanto Tjiptodihardjo/Horst Julius Pudwill/K.C. Liu/Zhou Chaonan
3042,Emre Tezmen,1022320668,1.3240197,0.74912596,0.15808746,Finance,finance,498/414,53,Finance/ Self Made,,,Turkey,Married,2,Cho Jung-ho/Jean Salata
3043,Gao Yi & family,1022320668,0.63360935,0.540428,-0.10422066,Pharmaceuticals,healthcare/pharmaceuticals,1128/94/337/455/253/139,57,Pharmaceuticals/ Self Made,,,China,,,Dennis Bastas/Dilip Shanghvi/Murali Divi & family/Pankaj Patel/Sun Piaoyang/Zhong Huijuan
3044,Daniel Dines,1022320668,-1.8382441,0.87390244,-0.07639247,Software,software/cloud,470/2847/1015/509/2851,54,Software/ Self Made,,,Romania,Married,1,Mike Cannon-Brookes/Mike Speiser/Richard White/Scott Farquhar/Tope Awotona
3045,Maxim Tebar,1022320668,-0.103385,0.43219182,0.48090327,Chainsaws,ai/software,3206/1356,25,Chainsaws,,,Germany,,,Catharina Mühleis/Selina Stihl
3046,Madeleine Olsson Eriksson,1022320668,0.14307347,1.0489058,1.288347,diversified,diversified,1094/36/20/1593,81,diversified,,,Sweden,Married,,Dan Olsson/Li Ka-shing/Mukesh Ambani/Stefan Olsson
3047,J.K. Rowling,1022320668,0.7231301,0.5137381,-0.7252848,Books,Books,,60,Books/ Self Made,,,United Kingdom,Married,3,
3048,Fredrik Österberg,1022320668,0.40914035,0.9218015,0.2985324,Gambling products,gambling/entertainment,800/3165/1154/801,55,Gambling products/ Self Made,,,Sweden,,,Ian Livingstone/Jens von Bahr/Kenneth Dart/Richard Livingstone
3049,Lin Zhixiong & family,1022320668,0.9099828,0.6945237,-0.13172156,Medical devices,healthcare/pharmaceuticals,341/329/3156/860/576,52,Medical devices/ Self Made,,,China,Married,,Carl Cook/Li Xiting/Lin Zhijun/Reinhold Schmieding/Xu Hang
3050,Neerja Sethi,1022320668,0.4274831,0.1832202,-0.40286988,IT consulting,IT consulting,2445/2574/279/408,71,IT consulting/ Self Made,,8,United States,Married,2,Aloke Lohia/Bharat Desai/Kushal Pal Singh/Sri Prakash Lohia
3051,Alexander Mamut & family,1022320668,0.46267405,0.8456424,-0.08878522,Investments,investment/finance,3021/406/1142/1420/49/2553,66,Investments/ Self Made,,,Russia,Widowed,5,Cheah Cheng Hye/Frank Lowy/James Packer/Richard Chandler/Stephen Schwarzman/Thaksin Shinawatra
3052,Sheila Johnson,1022320668,1.1137023,0.18718803,0.6089825,Cable TV  hotels,media/entertainment,4/2203/3396/198,77,Cable TV/ hotels/ Self Made,,9,United States,Married,2,Larry Ellison/Marc Andreessen/Robert Johnson/Shahid Khan
3053,John Lim,1022320668,1.4366484,-0.051713932,-0.050114363,Real estate,real estate,2477/1111/1648,69,Real estate/ Self Made,,,Singapore,Married,2,Andrew Tan/Kwek Leng Beng/Sam Goi
3054,Lim Wee Chai,1022320668,1.0021831,0.056759357,-0.05631444,Rubber gloves,Rubber gloves,1648,68,Rubber gloves/ Self Made,,,Malaysia,Married,2,Sam Goi
3055,Sarah Humphreys Atkins & family,1022320668,-1.3023088,0.6584248,0.16310753,Residential roofing,Residential roofing,3056,68,Residential roofing,,,United States,Married,,David Humphreys & family
3056,David Humphreys & family,1022320668,-1.2641504,0.70437753,0.0043139085,Residential roofing,Residential roofing,3055,69,Residential roofing,,,United States,,,Sarah Humphreys Atkins & family
3057,Kate MacMillan Reed,1022320668,-1.5002923,1.1799574,0.7701714,Cargill,Cargill,3061/671/751/344,68,Cargill,,,United States,Married,,Christopher MacMillan/Gwendolyn Sontheim Meyer/Marianne Liebmann/Pauline MacMillan Keinath
3058,Sandra MacMillan,1022320668,-1.8651528,0.5043494,0.6426927,Cargill,Cargill,3061/671/751/344,54,Cargill,,,United States,Divorced,3,Christopher MacMillan/Gwendolyn Sontheim Meyer/Marianne Liebmann/Pauline MacMillan Keinath
